Upload a terrain image,Prediction Result,timestamp
.gradio\flagged\Upload a terrain image\720ba800d8ee9a50b2e2\forest.jpeg,"🛰️ Terrain: Residential
📣 Message: 🏘️ Urban zone. Avoid low flyovers.",2025-04-14 19:29:22.008873
